Symbol,Company Name,Market Cap,Stock Price,% Change,Industry,PE Ratio,Ent. Value,MC Group,Sector,Forward PE,Country,State,Employees,Empl. Change,Empl. Growth,Revenue,Rev. Growth 3Y,Rev. Growth 5Y,Rev Growth (Yrs),Gross Profit,GP Growth,GP Growth (Q),GP Growth 5Y,GP Growth 3Y,Net Income,Op. Income,OpInc Growth,OpInc Growth (Q),OpInc Growth 3Y,OpInc Growth 5Y,NetInc Growth,NetInc Growth (Q),NetInc Growth 3Y,NetInc Growth 5Y,NetInc Growth (Yrs),NetInc Growth (Qtrs),Total Cash,Total Debt,Rev / Employee,Prof. / Employee,Working Capital,Equity,Net WC,Rev Gr. This Y,Rev Gr. Next 5Y,Rev Gr. Next Y,Rev. Growth,Rev. Growth (Q),Rev Growth (Qtrs),Volume,Debt Growth (YoY),Debt Growth (QoQ),Debt Growth (3Y),Debt Growth (5Y),Net Cash,Net Cash Growth,Cash / M.Cap,Assets,Liabilities,Gross Margin,Oper. Margin,Pretax Margin,Profit Margin,R&D / Rev,Avg. Volume,Rel. Volume,RSI,Tax / Revenue,Rev Gr. This Q,Rev Gr. Next Q
MLTX,MoonLake Immunotherapeutics,3148760064,50.21,0.26%,Biotechnology,,2641449693,Mid-Cap,Healthcare,,Switzerland,,50,30,150.00%,,,,,,,,,,-44079117,-54123096,,,,,,,,,1,4,511008237,3697866,,-881582,504201622,495675683,-5608739,,,,,,,384674,1208.61%,2082.64%,299.35%,,507310371,606.24%,16.11%,526540115,13049096,,,,,,478303,80.42%,48.65,,,
MS,Morgan Stanley,149267447808,93.50,2.43%,Capital Markets,18.05,336422447808,Large-Cap,Financials,14.19,United States,New York,80000,-2000,-2.44%,54143000000,3.55%,6.19%,1,54143000000,0.89%,1.15%,6.19%,3.55%,8530000000,12345000000,-14.09%,-27.14%,-6.66%,1.90%,-19.07%,-34.55%,-6.69%,0.74%,,,89232000000,276387000000,676788,106625,,99038000000,,7.87%,3.93%,5.49%,0.89%,1.15%,3,6170805,12.25%,7.60%,5.87%,6.78%,-187155000000,,-125.38%,1193693000000,1093711000000,100.00%,22.80%,21.55%,15.75%,,8912249,69.24%,65.67,4.77%,1.95%,7.71%
MSDL,Morgan Stanley Direct Lending Fund,1986863488,22.22,-1.38%,Asset Management,15.11,3413190488,Small-Cap,Financials,8.79,United States,New York,,,,231872000,,,1,,,,,,207354000,,,,,,,,,,1,,69705000,1496032000,,,,1721151000,,46.32%,,-4.83%,,,,117043,,-12.63%,,,-1426327000,,-71.79%,,,,,90.23%,89.43%,,,,63.56,0.14%,325.79%,64.66%
MACA,Moringa Acquisition,43421624,11.22,,Shell Companies,,43350120,Nano-Cap,Financials,,United States,New York,,,,,,,,,,,,,1142879,-1318834,,,,,,,,,1,4,71504,,,,,-1794606,,,,,,,,200,,,,,71504,-99.94%,0.16%,26960243,1907988,,,,,,1870,10.70%,64.84,,,
MORN,Morningstar,13121830912,308.15,1.45%,Financial Data & Stock Exchanges,93.66,13893030912,Large-Cap,Financials,,United States,Illinois,11334,-890,-7.28%,2038600000,13.63%,14.86%,14,1195100000,9.51%,19.04%,14.44%,12.78%,141100000,230600000,37.43%,165.92%,2.33%,1.34%,100.14%,2127.27%,-14.23%,-5.07%,1,3,389000000,1160200000,179866,12449,-65100000,1327800000,-385600000,15.23%,,12.13%,8.98%,13.41%,30,56241,-12.35%,-6.45%,22.79%,75.34%,-771200000,,-5.88%,3403400000,2075600000,58.62%,11.31%,8.54%,6.92%,,132975,42.29%,61.20,1.62%,,
MORF,Morphic Holding,1640219392,34.39,4.91%,Biotechnology,,936026392,Small-Cap,Healthcare,,United States,Massachusetts,121,19,18.63%,521000,-77.37%,-31.11%,,521000,-99.26%,,-31.11%,-77.37%,-152095000,-178686000,,,,,,,,,,,704909000,716000,4306,-1256983,692152000,697022000,-12757000,-34.74%,226.10%,20.00%,-99.26%,,,266802,-69.45%,-36.97%,,,704193000,103.25%,42.93%,722514000,25492000,100.00%,-34296.74%,-29119.96%,-29192.90%,26945.11%,540716,49.34%,48.51,72.94%,,
MOR,MorphoSys AG,2742725632,18.14,-0.22%,Biotechnology,,3960849631,Mid-Cap,Healthcare,322.58,Germany,,524,-105,-16.69%,264753681,-7.67%,20.42%,,194664045,-13.03%,,14.06%,-15.83%,-210815777,-273159139,,,,,,,,,,,738688029,1956812028,505255,-402320,594745433,53067454,-2638598,16.02%,33.94%,21.60%,-4.54%,,,285018,-33.29%,-7.76%,29.40%,659.61%,-1218123999,,-44.41%,2192310794,2139243340,73.53%,-103.17%,-78.02%,-79.63%,115.90%,2139375,13.32%,69.32,-0.49%,-33.38%,-27.36%
MPAA,Motorcar Parts of America,158085696,8.04,,Auto Parts,,374239696,Micro-Cap,Consumer Discretionary,18.33,United States,California,5600,,,722933000,11.37%,9.30%,15,133909000,29.28%,43.11%,7.72%,5.53%,-49123000,57635000,230.51%,170.11%,17.34%,18.87%,,,,,,,14361000,230515000,129095,-8772,154815000,281752000,264018000,8.53%,,5.43%,10.83%,13.20%,2,33039,-17.30%,-18.04%,13.37%,16.55%,-216154000,,-136.73%,995933000,714181000,18.52%,7.97%,-0.21%,-6.79%,1.29%,64291,51.39%,42.48,6.59%,4.03%,10.17%
MSI,Motorola Solutions,57749487616,353.41,1.67%,Communication Equipment,35.59,62469487616,Large-Cap,Technology,27.53,United States,Illinois,21000,1000,5.00%,9978000000,10.41%,6.32%,3,4970000000,17.52%,7.70%,7.39%,11.27%,1709000000,2294000000,38.11%,6.80%,18.37%,12.82%,25.39%,1.19%,21.66%,12.09%,4,5,1705000000,6425000000,475143,81381,-11000000,724000000,-403000000,7.30%,5.96%,5.66%,9.50%,5.25%,12,516906,-0.12%,0.63%,4.83%,3.85%,-4720000000,,-8.17%,13336000000,12597000000,49.81%,22.99%,21.46%,17.13%,8.60%,628688,82.22%,71.22,4.33%,9.07%,6.91%
MSGM,Motorsport Games,5785801,2.06,-3.74%,Electronic Gaming & Multimedia,,4853592,Nano-Cap,Communication Services,,United States,Florida,88,,,8932997,-21.40%,,,4499117,-29.85%,39.03%,,-27.94%,-21694618,-21874653,,,,,,,,,,1,1182342,250133,101511,-246530,-5113791,412561,-6098932,-19.49%,35.60%,166.42%,-39.55%,38.49%,1,10510,-46.23%,-17.58%,,,932209,-66.13%,16.11%,11413612,10914715,50.37%,-244.87%,-242.86%,-242.86%,94.62%,14345,73.27%,41.00,,-43.67%,
MOTS,Motus GI Holdings,2187141,0.42,-3.64%,Medical Devices,,-302859,Nano-Cap,Healthcare,,United States,Florida,15,,,319000,48.20%,54.70%,,-250000,,,,,-12867000,-11907000,,,,,,,,,2,5,4958000,2468000,21267,-857800,2487000,2687000,-1269000,459.56%,,268.57%,-46.11%,-41.28%,,69176,-78.42%,-73.86%,-34.45%,,2490000,-4.45%,113.85%,7223000,4536000,-78.37%,-3732.60%,-4033.54%,-4033.54%,1086.83%,1712749,4.04%,28.39,,264.29%,261.06%
MCAA,Mountain & Co. I Acquisition,198353008,11.48,-0.09%,Shell Companies,88.31,199354665,Micro-Cap,Financials,,United States,E9,,,,,,,,,,,,,3386204,-1275703,,,,,,,,,1,2,76009,1077666,,,-1551267,-9601267,-549610,,,,,,,418,806.87%,806.87%,,,-1001657,,-0.50%,129740285,9982090,,,,,,82062,0.51%,67.60,,,
MCAF,Mountain Crest Acquisition Corp. IV,37520024,13.50,12.50%,Shell Companies,,3752640,Nano-Cap,Financials,,United States,New York,1,,,,,,,,,,,,124207,-807950,,,,,,,,,1,3,34858094,1090710,,124207,31283490,-3406216,-2483894,,,,,,,6598,,60.16%,,,33767384,-41.52%,90.00%,34913927,38320143,,,,,,14983,44.04%,52.75,,,
MCAG,Mountain Crest Acquisition V,34238376,10.80,,Shell Companies,,14479756,Nano-Cap,Financials,,United States,New York,1,,,,,,,,,,,,83015,-836315,,,,,,,,,1,3,20161497,402877,,83015,17229189,-2780740,-2529431,,,,,,,1,,,,,19758620,5590.14%,57.71%,20221842,2992653,,,,,,411,0.24%,23.90,,,
MOV,Movado Group,590998784,27.64,3.48%,Luxury Goods,13.42,421031784,Small-Cap,Consumer Discretionary,15.29,United States,New Jersey,992,,,672601000,9.92%,-0.21%,,370394000,-14.64%,-11.42%,0.06%,11.05%,46711000,54705000,-54.55%,-48.47%,,-2.53%,-50.59%,-46.56%,,-5.39%,,,262059000,92092000,678025,47088,430803000,516798000,184440000,-10.30%,,3.31%,-10.55%,-7.54%,,336138,3.95%,-0.78%,-4.43%,12.87%,169967000,4.28%,28.76%,769082000,250125000,55.07%,8.13%,8.83%,6.94%,,192655,174.48%,52.88,1.88%,0.86%,21.84%
MOVE,Movano,22651456,0.40,-0.78%,Medical Devices,,14982456,Nano-Cap,Healthcare,,United States,California,34,,,,,,,,,,,,-31252000,-31687000,,,,,,,,,,,7669000,,,-919176,3644000,4944000,-4025000,,,,,,,14376,,,,,7669000,-54.26%,33.86%,10593000,5649000,,,,,,74050,19.41%,25.91,,,
MVLA,Movella Holdings,5956167,0.07,-21.53%,Software - Application,,8481167,Nano-Cap,Technology,,United States,Nevada,241,,,57992000,,,2,29212000,8.13%,4.42%,,,-38048668,-44859321,,,,,,,,,,,51008000,53533000,240631,-157878,56227000,71315000,5360000,-9.85%,,31.19%,10.46%,-2.54%,,7675531,52.64%,15.58%,,,-2525000,,-42.39%,140517000,68066000,50.37%,-77.35%,-60.41%,-65.61%,31.67%,1237272,620.36%,27.90,0.03%,-68.97%,-18.90%
MITQ,Moving iMage Technologies,4963473,0.49,3.46%,Communication Equipment,,120473,Nano-Cap,Technology,,United States,California,32,,,19413000,,,2,5018000,-12.18%,-42.15%,,,-2105000,-2333000,,,,,,,,,,,5139000,296000,606656,-65781,6349000,7133000,1506000,,,,-12.37%,-32.58%,,7749,-47.24%,-18.68%,,,4843000,-10.89%,97.57%,12474000,5341000,25.85%,-12.02%,-10.84%,-10.84%,1.40%,38183,20.29%,23.53,,,
MP,MP Materials,2264527360,14.53,6.37%,Other Industrial Metals & Mining,103.79,1955492360,Mid-Cap,Materials,86.00,United States,Nevada,681,195,40.12%,253445000,23.57%,,,160731000,-63.08%,-74.34%,,31.61%,24307000,-17719000,,,,,-91.59%,,,,,,997844000,688809000,372166,35693,1022627000,1365779000,24783000,8.42%,64.27%,90.41%,-51.95%,-55.81%,,2651019,1.53%,0.00%,113.46%,,309035000,-38.67%,13.65%,2336452000,970673000,63.42%,-6.99%,13.05%,9.59%,,3388709,78.23%,49.22,3.46%,-44.45%,-3.41%
MPLX,MPLX LP,41581019136,41.31,1.05%,Oil & Gas Midstream,10.87,61220019136,Large-Cap,Energy,9.99,United States,Ohio,5810,-1,-0.02%,11281000000,14.23%,10.00%,,6623000000,0.49%,23.06%,10.64%,15.55%,3829000000,4900000000,-0.22%,29.72%,185.30%,12.43%,0.37%,41.89%,,17.05%,3,1,1048000000,20687000000,1941652,659036,184000000,12454000000,316000000,6.91%,,1.75%,-2.86%,11.42%,1,1719243,3.06%,0.01%,0.39%,2.91%,-19639000000,,-47.23%,36529000000,22945000000,58.71%,43.44%,34.92%,33.94%,,2121163,81.05%,70.68,0.10%,9.36%,10.45%
COOP,Mr. Cooper Group,4894262784,78.01,2.97%,Mortgage Finance,10.69,11607262784,Mid-Cap,Financials,8.67,United States,Texas,6800,200,3.03%,1794000000,-12.62%,,,1794000000,-27.19%,33.33%,,-12.62%,500000000,622000000,-47.73%,554.55%,-11.82%,,-45.83%,4500.00%,18.30%,,,2,740000000,7453000000,263824,73529,,4282000000,,18.17%,,10.42%,-27.19%,33.33%,2,298423,34.09%,11.37%,-3.65%,-9.38%,-6713000000,,-137.16%,14196000000,9914000000,100.00%,34.67%,36.45%,27.87%,,496732,60.08%,68.70,8.58%,50.95%,9.50%
MRC,MRC Global,1056566656,12.56,0.32%,Oil & Gas Equipment & Services,11.96,1446566656,Small-Cap,Energy,11.55,United States,Texas,2800,,,3412000000,10.05%,-3.94%,3,690000000,13.11%,-3.16%,0.03%,16.98%,90000000,187000000,33.57%,-20.00%,,8.05%,76.47%,,,12.47%,3,,131000000,521000000,1218571,32143,372000000,488000000,567000000,-2.11%,4.79%,5.81%,1.46%,-11.62%,,241004,-6.63%,-0.76%,-4.97%,-5.30%,-390000000,,-36.91%,1886000000,1398000000,20.22%,5.48%,4.48%,2.64%,,590509,40.81%,63.97,1.14%,-13.19%,-6.13%
MSA,MSA Safety,7621891584,193.21,-0.33%,Security & Protection Services,130.55,8121636584,Mid-Cap,Industrials,24.77,United States,Pennsylvania,5100,100,2.00%,1787647000,9.86%,5.65%,3,852138000,26.46%,20.75%,6.85%,12.69%,58583000,248399000,-0.40%,45.29%,11.24%,7.16%,-67.39%,48.40%,-22.13%,-13.95%,,3,146442000,646187000,350519,11487,453452000,966802000,333532000,5.95%,,4.96%,17.00%,11.75%,11,116877,6.25%,-17.47%,22.47%,12.33%,-499745000,,-6.56%,2170150000,1203348000,47.67%,13.90%,11.56%,3.28%,3.80%,143783,81.29%,71.43,8.28%,8.63%,5.77%
MSM,MSC Industrial Direct Co.,5584199680,99.52,1.96%,Industrial Distribution,16.95,6158976680,Mid-Cap,Industrials,16.16,United States,New York,7377,383,5.48%,4005506000,8.45%,4.16%,3,1638283000,2.17%,-1.18%,2.96%,7.48%,331269000,469291000,-3.01%,-12.45%,11.22%,2.04%,-6.69%,-14.71%,13.91%,-0.74%,2,,25805000,600582000,542972,44906,643108000,1385073000,882045000,1.96%,4.17%,5.31%,5.38%,-0.39%,,511040,-28.87%,15.18%,3.18%,2.82%,-574777000,,-10.29%,2493724000,1095499000,40.90%,11.72%,10.98%,8.27%,,458332,111.50%,53.91,2.71%,-0.58%,2.23%
MSCI,MSCI Inc.,43706073088,557.00,0.96%,Financial Data & Stock Exchanges,38.71,47872242088,Large-Cap,Financials,36.78,United States,New York,5794,1035,21.75%,2528920000,14.26%,12.02%,11,2082339000,12.91%,19.78%,12.67%,14.05%,1148592000,1384609000,14.65%,20.08%,16.10%,15.05%,31.94%,87.64%,24.04%,17.73%,8,9,461693000,4627862000,436472,198238,-98872000,-739764000,-549663000,14.44%,8.57%,9.64%,12.47%,19.77%,41,312981,-0.34%,-0.06%,9.56%,12.44%,-4166169000,,-9.53%,5518219000,6257983000,82.34%,54.75%,54.14%,45.42%,5.22%,458881,68.21%,48.95,8.72%,17.55%,15.20%
LIFW,MSP Recovery,101496976,0.70,-3.82%,Health Information Services,,739260976,Micro-Cap,Healthcare,0.25,United States,Florida,100,,,8603000,,,2,-523106000,,,,,-38557000,-613909000,,,,,,,,,1,,6659000,644423000,86030,-385570,-19474000,285295000,-26133000,11048.59%,,203.87%,-68.57%,-94.83%,,278488,117.27%,4.65%,,,-637764000,,-628.36%,3282035000,1638373000,-6080.51%,-7135.99%,-444.39%,-448.18%,,886101,31.43%,32.78,3.79%,49615.87%,
MLI,Mueller Industries,6012427776,53.40,0.93%,Metal Fabrication,10.08,4778945776,Mid-Cap,Industrials,14.73,United States,Tennessee,4509,-628,-12.23%,3420345000,12.57%,6.40%,,986834000,-11.70%,-23.67%,22.52%,31.71%,602897000,756053000,-13.81%,-26.80%,45.42%,34.31%,-8.42%,-14.16%,62.89%,41.99%,,,1269039000,35557000,758560,133710,1722883000,2337445000,462533000,-2.93%,,5.48%,-14.11%,-16.55%,,680025,49.08%,1.36%,-53.59%,-40.98%,1233482000,88.31%,20.52%,2759301000,400585000,28.85%,22.10%,24.08%,17.63%,,681463,99.79%,61.79,6.45%,-9.11%,-2.04%
MWA,Mueller Water Products,2464472832,15.97,1.20%,Specialty Industrial Machinery,31.71,2695172832,Mid-Cap,Industrials,22.43,United States,Georgia,3200,-400,-11.11%,1217300000,7.17%,5.52%,3,372600000,0.73%,-7.40%,4.81%,3.71%,77300000,116200000,-0.43%,-32.94%,-2.22%,-0.12%,-3.01%,-36.44%,-0.47%,21.25%,2,,216700000,447400000,380406,24156,507800000,731200000,291700000,-3.50%,,6.26%,-5.63%,-18.55%,,459212,0.09%,,-0.02%,0.08%,-230700000,,-9.36%,1528800000,797600000,30.61%,9.55%,7.93%,6.35%,,977065,47.00%,62.09,1.58%,-9.10%,0.39%
MULN,Mullen Automotive,28241146,4.35,0.93%,Auto Manufacturers,0.00,-41707246,Nano-Cap,Consumer Discretionary,,United States,California,326,208,176.27%,366000,,-64.59%,,92118,,,-60.97%,,-649395923,-363558349,,,,,,,,,,2,88939236,18990844,1123,-1992012,47082818,210557005,-32096380,,,,,,,221384,-81.71%,44.28%,20.90%,24.38%,69948392,1830.23%,247.68%,381176520,109362423,25.17%,-99332.88%,-182949.39%,-177430.58%,23206.36%,919329,24.08%,29.42,-3339.09%,,
MWG,Multi Ways Holdings,10177200,0.32,-2.18%,Rental & Leasing Services,,22691200,Nano-Cap,Industrials,,Singapore,,86,-7,-7.53%,32636000,,,2,8428000,23.18%,,,,-5129000,-4722000,,,,,,,,,,,5398000,17912000,379488,-59640,9902000,16773000,17235000,,,,9.20%,,,1290,-15.77%,1.57%,,,-12514000,,-122.96%,63702000,46929000,25.82%,-14.47%,-14.76%,-15.72%,,94973,1.36%,48.13,0.96%,,
MMV,MultiMetaVerse Holdings,29677912,0.85,-5.56%,Entertainment,,30812089,Nano-Cap,Communication Services,,China,,207,,,9787068,,,1,4563239,440.95%,,,,-31558129,-31265768,,,,,,,,,1,,1809910,2944087,47281,-152455,-1948027,-23283215,-885796,,,,132.05%,,,4828,,337.92%,,,-1134177,,-3.82%,5640300,30725407,46.63%,-319.46%,-322.45%,-322.45%,72.29%,72827,6.63%,44.15,,,
MPLN,MultiPlan,551358784,0.84,11.58%,Health Information Services,,5037763784,Small-Cap,Healthcare,,United States,New York,2800,,,961524000,0.84%,,,726056000,-17.08%,-1.91%,,5.46%,-91697000,161982000,,,,,,,,,1,1,81494000,4567899000,343401,-32749,26854000,1709124000,-36598000,8.16%,,6.06%,-10.95%,1.26%,1,1815565,-4.48%,-0.58%,-0.32%,,-4486405000,,-813.70%,6964687000,5255563000,75.51%,16.85%,-11.13%,-9.54%,,1528977,118.74%,45.00,-1.60%,5.24%,8.14%
MSAI,MultiSensor AI Holdings,25300000,2.02,-4.72%,Software - Infrastructure,,28940000,Nano-Cap,Technology,,United States,Texas,,,,11084000,,,,3258000,55.14%,-54.57%,,,-18594986,-19672484,,,,,,,,,,1,513000,4153000,,,441000,5118000,4081000,,,,111.20%,-27.29%,,33926,,1402.02%,,,-3640000,,-14.39%,18564000,13446000,29.39%,-177.49%,-158.01%,-167.76%,,,,39.40,9.75%,,
MURA,Mural Oncology,82614015,4.95,10.24%,Biotechnology,,-173486985,Micro-Cap,Healthcare,,Ireland,,110,,,,,,,,,,,,-207447000,-196238000,,,,,,,,,,,271110000,15009000,,-1885882,248320000,263817000,-16692000,,,,,,,314734,,-8.93%,,,256101000,,310.00%,301745000,37928000,,,,,,291752,107.88%,53.66,,,
MRNO,Murano Global Investments,205057552,14.98,3.31%,Shell Companies,72.72,551446756,Micro-Cap,Financials,,Mexico,,,,,6641962,,,1,-9682120,,,,,28545764,-23122866,,,,,493.92%,,,,1,1,19651284,366040488,,,-197096661,532883306,1300492,,,,11103.99%,10470.70%,1,32271,,92494326.86%,,,-346389204,,-168.92%,1188376448,655493142,-145.77%,-348.13%,622.02%,429.78%,,109363,29.51%,55.56,176.87%,,
MUR,Murphy Oil,6827776000,45.11,0.80%,Oil & Gas Exploration & Production,10.69,8599462000,Mid-Cap,Energy,10.71,United States,Texas,725,34,4.92%,3460147000,20.71%,14.07%,,2391089000,-16.65%,-12.81%,11.91%,26.02%,661559000,1042029000,-34.33%,-37.42%,,37.04%,-31.45%,-41.68%,,9.98%,,,317074000,2088760000,4772617,912495,-94351000,5362794000,-202862000,-5.87%,,12.04%,-12.02%,-13.44%,,867427,-25.03%,-12.39%,-19.04%,-7.65%,-1771686000,,-25.95%,9766697000,4217044000,69.10%,30.12%,24.78%,19.12%,6.79%,1965890,44.12%,69.89,5.66%,-11.99%,-1.69%
MUSA,Murphy USA,8620591104,417.06,0.66%,Specialty Retail,16.10,10745691104,Mid-Cap,Consumer Discretionary,15.16,United States,Arkansas,15600,500,3.31%,21529400000,24.10%,8.43%,,1299000000,-8.74%,8.11%,18.84%,13.27%,556800000,826000000,-14.70%,25.19%,13.90%,20.50%,-17.25%,27.44%,12.98%,21.12%,,1,124900000,2250000000,1380090,35692,-46300000,828900000,-156200000,4.69%,3.57%,2.52%,-8.17%,-5.54%,,148325,-0.05%,-0.05%,25.26%,21.12%,-2125100000,,-24.65%,4340100000,3511200000,6.03%,3.84%,3.41%,2.59%,,201460,73.63%,58.17,0.82%,-0.83%,2.02%
MBIO,Mustang Bio,9974548,0.94,0.97%,Biotechnology,,5488548,Nano-Cap,Healthcare,,United States,Massachusetts,80,,,,,,,,,,,,-51602000,-49260000,,,,,,,,,1,5,6984000,2498000,,-645025,-4025000,123000,-10489000,,,,,,,82160,-92.04%,-2.99%,3.89%,,4486000,-90.09%,44.97%,17742000,17619000,,,,,,145690,56.39%,33.87,,,
MVBF,MVB Financial,269970528,21.85,3.90%,Banks - Regional,9.10,-43111472,Micro-Cap,Financials,11.77,United States,West Virginia,445,,,144919000,0.19%,10.43%,1,144919000,15.77%,10.11%,10.43%,0.19%,31232000,27294000,81.62%,25.48%,-16.54%,12.16%,107.56%,21.54%,-5.45%,22.09%,1,4,398229000,85147000,325661,70184,,289384000,,9.98%,,7.66%,15.77%,10.11%,4,15281,-56.43%,-1.51%,16.63%,-19.21%,313082000,,115.97%,3313882000,3024540000,100.00%,18.83%,27.15%,21.55%,,33091,46.18%,56.33,5.60%,22.19%,-1.86%
MYSZ,My Size,1991960,0.43,-5.68%,Software - Application,,-984040,Nano-Cap,Technology,,Israel,,30,,,6694000,239.54%,,1,1778000,384.47%,,,128.52%,-7457000,-7529000,,,,,,,,,1,2,3767000,791000,223133,-248567,3497000,5932000,97000,76.14%,,36.36%,239.11%,196.97%,8,68820,-4.24%,-1.98%,4.61%,,2976000,-21.60%,149.40%,11203000,5271000,26.56%,-112.47%,-114.92%,-111.40%,20.32%,179150,38.41%,48.63,-3.53%,41.22%,
MYE,Myers Industries,852385856,23.22,0.43%,Packaging & Containers,17.60,917585856,Small-Cap,Consumer Discretionary,16.79,United States,Ohio,2500,,,813067000,16.79%,7.49%,,259086000,-8.57%,-12.05%,7.64%,14.64%,48867000,72405000,-14.36%,5.55%,20.26%,12.79%,-18.92%,-6.62%,9.95%,,,,30290000,95490000,325227,19547,91514000,292800000,93758000,-4.18%,,3.46%,-9.61%,-10.23%,,223447,-27.86%,-1.51%,-0.07%,4.46%,-65200000,,-7.65%,541631000,248831000,31.87%,8.91%,8.12%,6.01%,,275477,81.11%,77.61,2.11%,13.20%,18.37%
MYMD,MyMD Pharmaceuticals,4831688,2.35,1.73%,Biotechnology,,-3547768,Nano-Cap,Healthcare,,United States,Maryland,10,,,,,,,,,,,,-7072089,-15259744,,,,,,,,,1,1,8472601,93145,,-707209,4040337,15500682,-4359638,,,,,,,10047,-40.58%,-15.16%,31.99%,,8379456,20.96%,173.43%,21825536,5716261,,,,,,55112,18.23%,29.27,,,
MYNA,Mynaric AG,118790456,4.55,-2.15%,Communication Equipment,,127231612,Micro-Cap,Technology,,Germany,,293,,,4704255,,,3,-11914126,,,,,-78491489,-79835029,,,,,,,,,,,17223117,25664273,16055,-267889,-13892961,30069860,-13388785,453.60%,205.21%,178.13%,551.25%,,,1468,183.51%,26.07%,,,-8441156,,-7.11%,86901061,56831202,-253.26%,-1697.08%,-1697.45%,-1668.52%,,5106,28.75%,52.89,-0.55%,,
MYND,Mynd.ai,210595552,4.43,-9.22%,Education & Training Services,,195592552,Micro-Cap,Consumer Staples,,China,,1143,,,38464000,-39.83%,-22.11%,,1574000,-95.30%,,-42.22%,-60.11%,-72657000,-57308000,,,,,,,,,,,19753000,4750000,33652,-63567,5374000,20736000,-11572000,,,,-37.71%,,,11567,-93.93%,-11.97%,-62.36%,,15003000,1489.30%,7.12%,70075000,48742000,4.09%,-148.99%,-214.88%,-188.90%,,,,39.91,-2.53%,,
MYO,Myomo,99705200,3.50,5.11%,Medical Devices,,91440535,Micro-Cap,Healthcare,,United States,Massachusetts,101,,,19241158,36.39%,51.09%,7,13182383,28.57%,18.16%,50.35%,38.30%,-8147565,-8231549,,,,,,,,,3,,8865968,601303,190507,-80669,8173925,8989350,-205900,28.58%,,26.31%,23.70%,17.69%,3,122515,8.56%,-15.22%,51.35%,,8264665,72.47%,8.29%,14581568,5592218,68.51%,-42.78%,-41.53%,-42.34%,13.70%,445545,27.50%,49.86,0.81%,19.22%,-12.73%
MYRG,MYR Group,2845680896,175.25,4.95%,Engineering & Construction,32.45,2894387896,Mid-Cap,Industrials,26.58,United States,Colorado,9000,500,5.88%,3643905000,17.48%,18.93%,10,364397000,5.94%,1.27%,16.88%,9.72%,90990000,129093000,12.35%,1.13%,14.26%,20.74%,9.13%,-2.16%,15.69%,23.96%,1,,24899000,73606000,404878,10110,279042000,651202000,272472000,9.42%,,6.42%,21.12%,16.23%,22,162822,-1.26%,-21.70%,12.22%,-4.45%,-48707000,,-1.71%,1578746000,927544000,10.00%,3.54%,3.43%,2.50%,,137419,118.49%,64.66,0.93%,8.04%,9.14%
MYGN,Myriad Genetics,1920626560,21.40,-0.42%,Diagnostics & Research,,1931826560,Small-Cap,Healthcare,731.53,United States,Utah,2700,100,3.85%,753200000,10.58%,-1.10%,1,517000000,8.52%,8.96%,-3.08%,10.92%,-263300000,-257400000,,,,,,,,,,1,140900000,152100000,278963,-97519,157700000,783200000,33000000,11.88%,9.35%,8.19%,11.03%,10.57%,5,467210,4.90%,-24.48%,-19.26%,-11.06%,-11200000,,-0.58%,1146500000,363300000,68.64%,-34.17%,-34.81%,-34.96%,11.78%,650098,71.87%,44.46,0.15%,8.79%,13.32%
MYTE,MYT Netherlands Parent B.V.,267404144,3.15,-8.43%,Luxury Goods,,320475908,Micro-Cap,Consumer Discretionary,14.49,Germany,,1432,,,874940000,15.13%,,5,399246472,-0.20%,-5.60%,,15.00%,-31253333,-29232776,,,,,,,,,,,6969052,60040816,610992,-21825,256240696,477794198,260473878,10.75%,,12.47%,10.86%,3.65%,13,32202,22.28%,-23.35%,-38.40%,,-53071764,,-19.85%,779585451,301792336,45.63%,-3.34%,-3.73%,-3.57%,,62903,51.19%,36.44,-0.25%,13.73%,15.69%
NABL,N-able,2390833152,13.02,0.62%,Information Technology Services,100.15,2612301152,Mid-Cap,Technology,31.74,United States,Delaware,1584,122,8.34%,421880000,11.68%,,5,353672000,12.94%,12.54%,,13.84%,23412000,70319000,48.36%,52.43%,27.70%,,40.13%,33.87%,,,3,3,153048000,374516000,266338,14780,143074000,711360000,-31000,12.03%,,11.38%,13.48%,13.22%,12,497073,-0.36%,0.63%,177.63%,,-221468000,,-9.26%,1162791000,451431000,83.83%,16.67%,10.51%,5.55%,18.53%,499296,99.55%,45.70,4.96%,13.87%,10.90%
NITO,N2OFF,4167240,1.30,0.78%,Agricultural Inputs,,2186411,Nano-Cap,Materials,,Israel,,6,,,381679,51.55%,2.10%,,232862,9.85%,,1.25%,82.27%,-6182546,-6870090,,,,,,,,,,,1980829,,63613,-1030424,2211582,4585569,230753,,,,6.25%,,,12826,,,,,1980829,-70.35%,47.53%,5251303,633473,61.01%,-1799.97%,-1619.83%,-1619.83%,544.58%,34826,36.83%,41.18,,,
NAAS,NaaS Technology,309091200,1.24,3.33%,Specialty Retail,,380734137,Small-Cap,Consumer Discretionary,,China,,311,,,,,,2,,,2758.91%,,,,,,,,,,,,,,,97311167,168954105,,,74135431,22900392,68149793,-4.95%,,333.68%,,536.17%,3,2079686,,64.04%,2.42%,16.91%,-71642937,,-23.18%,250431835,226835056,,,,,,1279945,162.48%,45.03,,,
